start,end,Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc2_sma3,mfcc3_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz
0 days 00:00:04.470000,0 days 00:00:04.490000,0.14103456,-15.905448,27.551207,-0.028482234,0.0045943987,0.051336635,26.764603,8.076756,3.4971588,11.006345,0.0,0.0,0.0,0.0,0.0,0.0,986.3039,1461.7963,-201.0,1877.8505,1405.1957,-201.0,2951.8418,843.5786,-201.0
0 days 00:00:04.480000,0 days 00:00:04.500000,0.1381971,-16.42739,28.52945,-0.028507506,0.0043690284,0.045570463,26.687151,9.344186,7.3088784,13.738297,0.0,0.0,0.0,0.0,0.0,0.0,1042.7064,1313.1351,-201.0,2034.5133,1437.649,-201.0,2956.1213,960.9756,-201.0
0 days 00:00:04.490000,0 days 00:00:04.510000,0.13810079,-16.09838,28.066147,-0.021853315,0.007592047,0.038672056,27.957703,9.934131,6.933962,13.188113,0.0,0.0,0.0,0.0,0.0,0.0,1031.5116,1222.2491,-201.0,2029.0044,1403.2832,-201.0,2991.118,986.0313,-201.0
0 days 00:00:04.500000,0 days 00:00:04.520000,0.14071704,-15.560267,28.029108,-0.024295231,0.0038357694,0.036210794,28.90786,8.84316,3.067403,10.349282,0.0,0.0,0.0,0.0,0.0,0.0,861.9497,1367.4259,-201.0,1894.8641,1434.058,-201.0,2655.3982,2266.1426,-201.0
0 days 00:00:04.510000,0 days 00:00:04.530000,0.14843349,-17.681684,29.578833,-0.029081797,-0.0023590364,0.0519859,31.243612,9.491597,0.64965135,10.002489,0.0,0.0,0.0,0.0,0.0,0.0,777.2928,1408.8945,-201.0,1798.7301,1225.0145,-201.0,2665.321,2172.1863,-201.0
0 days 00:00:04.520000,0 days 00:00:04.540000,0.14691912,-18.308641,31.406836,-0.029440263,-0.005678984,0.06724452,31.129028,9.8240385,-1.2920688,7.3696036,0.0,0.0,0.0,0.0,0.0,0.0,603.6844,1530.7596,-201.0,1588.0479,1330.8373,-201.0,2490.1785,2585.501,-201.0
0 days 00:00:04.530000,0 days 00:00:04.550000,0.15045045,-19.830925,33.217834,-0.029462034,0.0007643448,0.08031606,31.746817,12.4537735,2.1163101,12.430714,0.0,0.0,0.0,0.0,0.0,0.0,513.46014,1611.0034,-201.0,1505.8937,1248.0146,-201.0,2702.8267,1388.3741,-201.0
0 days 00:00:04.540000,0 days 00:00:04.560000,0.14297359,-20.11888,34.627834,-0.036062356,0.0059922957,0.07675772,29.728418,13.174745,4.816336,14.156975,0.0,0.0,0.0,0.0,0.0,0.0,592.87225,1618.168,-201.0,1586.1947,1452.7382,-201.0,2703.6077,1455.6437,-201.0
0 days 00:00:04.550000,0 days 00:00:04.570000,0.13832039,-21.237038,36.32537,-0.047572345,0.009403725,0.06665744,29.783842,14.0908,6.990475,17.387392,0.0,0.0,0.0,0.0,0.0,0.0,826.4629,1549.8063,-201.0,1879.9569,1513.3859,-201.0,2843.9841,1108.329,-201.0
0 days 00:00:04.560000,0 days 00:00:04.580000,0.13176483,-20.773558,36.23396,-0.048551407,0.007410807,0.0656803,28.537443,12.61248,6.997599,17.279234,0.0,0.0,0.0,0.0,0.0,0.0,1049.1107,1336.8372,-201.0,2044.3834,1499.5284,-201.0,2924.2957,969.65796,-201.0
0 days 00:00:04.570000,0 days 00:00:04.590000,0.13077392,-19.524519,34.96671,-0.05160143,0.0073586716,0.06474969,28.440933,11.763631,4.171919,17.197418,0.0,0.0,0.0,0.0,0.0,0.0,1011.2056,1229.4406,-201.0,2009.9199,1313.8925,-201.0,2959.7385,886.98236,-201.0
0 days 00:00:04.580000,0 days 00:00:04.600000,0.13040495,-19.664392,34.3625,-0.046157688,0.0041122553,0.067396216,28.190264,12.445048,5.507257,17.094915,0.0,0.0,0.0,0.0,0.0,0.0,956.9069,1187.4032,-201.0,1975.4443,1263.149,-201.0,2930.223,1009.3909,-201.0
0 days 00:00:04.590000,0 days 00:00:04.610000,0.13013761,-22.390474,35.74219,-0.04815306,0.0032076284,0.08629068,29.698069,14.585182,9.49652,15.464569,0.0,0.0,0.0,0.0,0.0,0.0,1025.9058,1363.8942,-201.0,2120.1306,1374.997,-201.0,3186.5085,1225.952,-201.0
0 days 00:00:04.600000,0 days 00:00:04.620000,0.18890743,-19.680994,31.202072,-0.036396362,-0.0012674948,0.09015089,26.816648,11.308969,15.7616625,12.167768,0.0,0.0,0.0,0.0,0.0,0.0,850.8444,1340.6844,-201.0,1952.31,1246.2924,-201.0,2962.9316,1209.8901,-201.0
0 days 00:00:04.610000,0 days 00:00:04.630000,0.216201,-17.317535,27.181839,-0.032939393,-0.004656997,0.09601581,24.061195,8.911298,18.721624,7.509903,0.0,0.0,0.0,0.0,0.0,0.0,635.6245,1458.131,-201.0,1688.1656,1176.1942,-201.0,2711.5388,1139.4663,-201.0
0 days 00:00:04.620000,0 days 00:00:04.640000,0.22800988,-14.957802,25.169165,-0.02607012,-0.009400196,0.070638806,23.824278,8.521837,15.407173,1.03649,0.0,0.0,0.0,0.0,0.0,0.0,385.1754,1268.2855,-201.0,1352.4098,994.0783,-201.0,2259.4011,904.6705,-201.0
0 days 00:00:04.630000,0 days 00:00:04.650000,0.19717546,-17.335352,29.041945,-0.020042175,-0.010039235,0.07193548,30.356293,10.05141,9.822932,-0.23962665,0.0,0.0,0.0,0.0,0.0,0.0,394.89932,1275.8048,-201.0,1378.2657,1036.2466,-201.0,2422.1985,935.2637,-201.0
0 days 00:00:04.640000,0 days 00:00:04.660000,0.20485127,-17.679525,29.997046,-0.012946292,-0.007967471,0.07592782,36.395214,8.691498,7.248081,4.557781,0.0,0.0,0.0,0.0,0.0,0.0,410.8784,1123.4865,-201.0,1382.7461,898.91064,-201.0,2545.2844,809.71924,-201.0
0 days 00:00:04.650000,0 days 00:00:04.670000,0.2181165,-15.285283,26.45398,-0.00056767184,-0.0069352873,0.088058464,37.264767,3.6785707,7.557911,11.067439,0.0,0.0,0.0,0.0,0.0,0.0,409.9081,1119.507,-201.0,1420.2269,891.7658,-201.0,2490.589,898.6709,-201.0
0 days 00:00:04.660000,0 days 00:00:04.680000,0.22308545,-11.904071,24.31018,0.010999401,-0.0051115234,0.09216139,35.76246,-0.2552463,8.762634,17.845634,0.0,0.0,0.0,0.0,0.0,0.0,387.5533,1148.9048,-201.0,1385.7178,864.07544,-201.0,2308.3975,973.8987,-201.0
0 days 00:00:04.670000,0 days 00:00:04.690000,0.23140754,-9.294522,22.249304,0.02894037,-0.0078110113,0.08879548,33.283596,-3.1632574,10.293163,19.922804,0.0,0.0,0.0,0.0,0.0,0.0,368.86047,1204.2079,-201.0,1408.0702,849.61255,-201.0,2280.827,1106.7719,-201.0
0 days 00:00:04.680000,0 days 00:00:04.700000,0.24627101,-8.0972185,22.36962,0.025833061,-0.0037567045,0.087189615,31.433846,-3.7965162,15.222107,25.376963,0.0,0.0,0.0,0.0,0.0,0.0,360.4086,1176.5211,-201.0,1453.9906,699.05365,-201.0,2426.8784,1098.9344,-201.0
0 days 00:00:04.690000,0 days 00:00:04.710000,0.2573822,-9.768889,21.144524,0.020076869,-0.0024531817,0.09278616,31.103262,-0.7263262,23.490728,26.756653,0.0,0.0,0.0,0.0,0.0,0.0,376.50452,1168.6908,-201.0,1503.0337,704.1434,-201.0,2492.2869,1105.7671,-201.0
0 days 00:00:04.700000,0 days 00:00:04.720000,0.2534476,-11.77102,21.568245,0.014926414,-0.000791484,0.092593074,29.479837,2.9878476,30.681076,23.166796,0.0,0.0,0.0,0.0,0.0,0.0,390.43515,1081.2366,-201.0,1533.6395,608.22327,-201.0,2582.7458,956.1652,-201.0
0 days 00:00:04.710000,0 days 00:00:04.730000,0.24288702,-13.119044,19.602064,0.010846795,-0.0029988464,0.099534295,24.955473,8.084753,33.992676,12.135301,0.0,0.0,0.0,0.0,0.0,0.0,397.8732,1046.4696,-201.0,1531.6774,627.70825,-201.0,2580.0295,841.0832,-201.0
0 days 00:00:04.720000,0 days 00:00:04.740000,0.2525532,-10.98291,15.746741,0.000563154,-0.0075946297,0.08907441,15.849225,13.69608,35.278393,2.4996734,0.0,0.0,0.0,0.0,0.0,0.0,373.20862,982.18066,-201.0,1515.8716,406.67896,-201.0,2616.7327,556.6372,-201.0
0 days 00:00:04.730000,0 days 00:00:04.750000,0.25463822,-9.196305,12.616691,-0.013419918,-0.006394276,0.09181265,7.720787,22.324945,29.255571,-2.2778122,0.0,0.0,0.0,0.0,0.0,0.0,374.90552,975.0522,-201.0,1508.3402,455.6575,-201.0,2556.3389,542.1962,-201.0
0 days 00:00:04.740000,0 days 00:00:04.760000,0.25731197,-8.399667,11.262257,-0.024059668,-0.0017988362,0.082088016,3.0810487,30.983988,23.988976,-0.2769796,0.0,0.0,0.0,0.0,0.0,0.0,366.14664,1074.527,-201.0,1483.232,584.48706,-201.0,2486.56,648.97797,-201.0
0 days 00:00:04.750000,0 days 00:00:04.770000,0.30101302,-5.5186486,11.829381,-0.009624339,0.0051613897,0.0982635,2.5718782,25.474813,9.857949,6.343991,0.0,0.0,0.0,0.0,0.0,0.0,606.8099,1033.5299,-201.0,1630.1567,974.5625,-201.0,2612.1172,795.9233,-201.0
0 days 00:00:04.760000,0 days 00:00:04.780000,0.35194194,-3.4654408,13.532283,-0.015630014,0.0046240906,0.10221455,2.4585068,19.762493,0.34603724,16.325422,0.0,0.0,0.0,0.0,0.0,0.0,612.33185,1180.6495,-201.0,1571.6519,1079.9062,-201.0,2575.031,1021.5192,-201.0
0 days 00:00:04.770000,0 days 00:00:04.790000,0.37740538,-2.5526774,13.321002,-0.0006414635,-0.00012396912,0.11841246,1.6163396,16.124996,-4.7330823,19.57599,0.0,0.0,0.0,0.0,0.0,0.0,613.3961,1170.8788,-201.0,1557.687,1032.2965,-201.0,2602.9802,949.0285,-201.0
0 days 00:00:04.780000,0 days 00:00:04.800000,0.3475156,-4.816898,14.038365,-0.011437523,-0.0021257035,0.09884125,-1.0753971,23.400877,1.0107206,18.772146,0.0,0.0,0.0,0.0,0.0,0.0,375.04984,1391.8314,-201.0,1394.9166,865.9595,-201.0,2477.196,1021.8935,-201.0
0 days 00:00:04.790000,0 days 00:00:04.810000,0.38076344,-6.580831,12.362918,-0.0048800437,-0.0030445524,0.119852304,0.4647107,22.680605,8.060161,9.461444,0.0,0.0,0.0,0.0,0.0,0.0,565.06647,1634.5746,-201.0,1531.7389,1025.9675,-201.0,2594.7795,937.5849,-201.0
0 days 00:00:04.800000,0 days 00:00:04.820000,0.4880625,-7.112598,15.101697,-0.008725277,-0.005411533,0.15466934,6.805308,12.765298,9.488428,2.9661114,0.0,0.0,0.0,0.0,0.0,0.0,608.5959,1690.8779,-201.0,1605.2129,1062.9286,-201.0,2666.5261,925.1499,-201.0
0 days 00:00:04.810000,0 days 00:00:04.830000,0.601177,-8.535431,14.406796,0.0113430135,-0.019880055,0.21625273,17.32464,2.245463,7.9920154,-3.3207953,0.0,0.0,0.0,0.0,0.0,0.0,713.54266,1688.2526,-201.0,1675.3846,1115.6305,-201.0,2678.785,927.93097,-201.0
0 days 00:00:04.820000,0 days 00:00:04.840000,0.62434846,-9.3222885,14.082599,0.017310066,-0.032215126,0.25601283,24.204483,-3.779281,10.348881,-3.9237525,0.0,0.0,0.0,0.0,0.0,0.0,530.4516,1344.515,-201.0,1601.1593,942.36456,-139.81424,2574.7405,1011.7756,-135.52393
0 days 00:00:04.830000,0 days 00:00:04.850000,0.62014717,-8.633891,9.142431,0.027844837,-0.04075126,0.24837697,28.596954,-6.5876546,16.155252,-0.96454555,38.241196,0.0,0.0,4.6774645,20.18235,7.6545153,491.11084,1256.0146,0.0,1596.9648,822.60956,-78.49415,2590.8948,1122.8107,-73.77871
0 days 00:00:04.840000,0 days 00:00:04.860000,0.6040961,-7.0940094,6.0092506,0.019491235,-0.038697883,0.23288353,30.30543,-8.719906,21.456575,4.577139,38.17537,0.0,0.5935801,4.944287,19.636818,5.5875793,394.42456,1156.5848,0.0,1548.9335,741.1517,-17.106922,2511.1902,1228.8607,-8.817278
0 days 00:00:04.850000,0 days 00:00:04.870000,0.5859813,-5.337307,3.8131263,0.021969894,-0.027124995,0.20550434,31.309351,-10.836822,25.45408,13.541022,38.043518,0.0074318144,1.3269111,5.2900667,18.084032,5.495999,357.89493,1204.591,0.0,1514.9952,655.90533,-21.790792,2467.212,1089.7935,-10.305598
0 days 00:00:04.860000,0 days 00:00:04.880000,0.54080826,-4.6286006,4.164677,0.022005297,-0.019590557,0.16258931,31.303625,-10.192447,26.740126,21.307146,37.984173,0.0074318144,1.8169932,5.2360735,17.420692,2.1949153,342.24048,1246.9492,0.0,1461.5752,715.7998,-83.11088,2318.4324,1034.4707,-72.05082
0 days 00:00:04.870000,0 days 00:00:04.890000,0.46431985,-6.4265404,8.250556,0.018385062,-0.012774647,0.13952844,31.66303,-7.7137837,27.421064,24.282007,0.0,0.0,0.0,0.0,0.0,0.0,333.6622,1307.2329,-201.0,1435.1517,773.53754,-144.49811,2320.332,982.19775,-137.01225
0 days 00:00:04.880000,0 days 00:00:04.900000,0.3838559,-9.341335,12.63168,0.020509819,-0.012551363,0.114554234,32.743336,-2.6832075,23.688475,21.369879,0.0,0.0,0.0,0.0,0.0,0.0,359.90488,1303.2445,-201.0,1456.0446,893.6307,-201.0,2288.4983,1110.0822,-201.0
0 days 00:00:04.890000,0 days 00:00:04.910000,0.29257905,-12.908053,16.965063,0.021546759,-0.011489318,0.12285056,32.744114,3.3169289,19.274706,18.419409,0.0,0.0,0.0,0.0,0.0,0.0,376.1877,1271.1667,-201.0,1471.5922,948.5181,-201.0,2269.2937,1165.341,-201.0
0 days 00:00:04.900000,0 days 00:00:04.920000,0.22247535,-14.483691,17.061853,0.019647034,-0.010210597,0.10463709,32.600567,6.937059,13.824753,15.948705,0.0,0.0,0.0,0.0,0.0,0.0,401.57138,1229.58,-201.0,1545.1328,898.99316,-201.0,2423.8306,1339.3837,-201.0
0 days 00:00:04.910000,0 days 00:00:04.930000,0.18222894,-15.489601,17.157974,0.004309935,-0.0056152293,0.08972568,31.706612,8.099706,14.17392,21.601562,0.0,0.0,0.0,0.0,0.0,0.0,396.85757,1239.7882,-201.0,1568.5475,801.19855,-201.0,2548.0408,1467.3297,-201.0
0 days 00:00:04.920000,0 days 00:00:04.940000,0.16367279,-15.261098,17.72557,-0.0025085795,-0.0023471387,0.08361528,31.560783,6.783076,13.98014,23.36558,0.0,0.0,0.0,0.0,0.0,0.0,820.18475,1302.7035,-201.0,1753.9814,2304.4062,-201.0,2892.4055,1838.8818,-201.0
0 days 00:00:04.930000,0 days 00:00:04.950000,0.16153987,-15.877361,19.243174,-0.01173718,0.00052359694,0.08306819,31.236397,6.782368,13.337945,26.160707,0.0,0.0,0.0,0.0,0.0,0.0,814.8383,1438.6044,-201.0,1676.4708,2698.8062,-201.0,2577.6086,1685.9398,-201.0
0 days 00:00:04.940000,0 days 00:00:04.960000,0.18744765,-14.872246,20.443659,-0.0019159386,-0.0010712157,0.08470493,31.566557,6.281053,9.323943,18.32747,0.0,0.0,0.0,0.0,0.0,0.0,815.4687,1430.5615,-201.0,1593.5912,2805.8916,-201.0,2423.5432,1437.5162,-201.0
0 days 00:00:04.950000,0 days 00:00:04.970000,0.22341871,-12.8641405,23.559862,-0.009995194,0.0015651225,0.08599538,31.55337,5.1586137,6.0793,16.804441,0.0,0.0,0.0,0.0,0.0,0.0,378.6063,1545.8809,-201.0,1369.9603,1309.1427,-201.0,2292.1033,997.9499,-201.0
0 days 00:00:04.960000,0 days 00:00:04.980000,0.24695341,-10.581966,24.732727,0.0038144214,-0.0007143508,0.08866576,29.56858,3.4757354,5.629338,14.684723,0.0,0.0,0.0,0.0,0.0,0.0,379.3617,1381.5259,-201.0,1376.166,934.9712,-201.0,2471.6023,1058.3375,-201.0
0 days 00:00:04.970000,0 days 00:00:04.990000,0.24923207,-8.840287,25.087748,-0.007602705,-0.000690081,0.090742044,27.852571,1.4912715,5.7740993,19.846771,0.0,0.0,0.0,0.0,0.0,0.0,381.62012,1409.7979,-201.0,1375.5117,947.1245,-201.0,2462.9678,1088.2252,-201.0
0 days 00:00:04.980000,0 days 00:00:05,0.23839171,-5.905279,20.481236,0.0063061477,-0.0037829066,0.09373329,25.894403,-1.9539675,6.7050076,19.617523,0.0,0.0,0.0,0.0,0.0,0.0,385.4126,1312.6302,-201.0,1353.395,967.0554,-201.0,2230.698,1140.5135,-201.0
0 days 00:00:04.990000,0 days 00:00:05.010000,0.23039119,-4.995208,18.34995,-0.009067131,-0.003063416,0.08707213,27.222504,-3.4394238,5.221748,20.083345,0.0,0.0,0.0,0.0,0.0,0.0,384.71753,1378.3536,-201.0,1319.0605,1056.6041,-201.0,2136.3916,1041.941,-201.0
0 days 00:00:05,0 days 00:00:05.020000,0.20967112,-7.155438,17.180302,-0.017070426,-0.004066989,0.0774227,27.90512,-1.2139989,6.447563,19.984743,0.0,0.0,0.0,0.0,0.0,0.0,690.2951,1762.319,-138.03127,1440.5288,1127.9833,-133.94447,2507.4014,1123.6229,-146.07109
0 days 00:00:05.010000,0 days 00:00:05.030000,0.25309098,-10.182236,20.160778,-0.027494468,-0.006161013,0.10678154,33.81984,-0.16649055,3.5231502,20.17849,36.243454,0.0,0.0,4.696265,4.920593,22.429125,705.9158,1743.9945,-68.48737,1461.1553,1199.735,-65.36086,2482.606,1081.4233,-78.40498
0 days 00:00:05.020000,0 days 00:00:05.040000,0.33871627,-9.223886,22.58993,-0.012920323,-0.0067969705,0.15159482,38.145245,-3.227619,-1.3849996,18.859032,36.182102,0.0,4.387674,5.0358357,4.0063195,18.31728,694.2507,1755.4928,2.3155007,1489.6688,1148.2174,3.6414769,2565.0916,1262.3334,-10.966641
0 days 00:00:05.030000,0 days 00:00:05.050000,0.4500542,-4.556901,21.098751,0.014006827,-0.0062521338,0.1720676,42.304188,-11.513299,-9.413079,16.994337,36.08396,0.030160747,3.2575758,6.005442,1.9730705,4.7801976,360.2704,1421.6442,9.520154,1355.3795,1086.8718,4.0671096,2176.4893,1132.8488,5.0969944
0 days 00:00:05.040000,0 days 00:00:05.060000,0.49494705,-2.1538756,16.572165,0.023151226,-0.0050823935,0.17161876,41.338974,-18.078508,-14.5608835,15.353577,36.037186,0.021573784,1.5827562,6.542382,-0.32969728,1.6317682,335.73596,1475.8844,0.0,1331.7965,1090.7953,3.2640412,2180.6335,1148.3506,7.9734745
0 days 00:00:05.050000,0 days 00:00:05.070000,0.5061882,-1.2704829,12.157337,0.020485751,-0.0043757567,0.14005451,40.90475,-21.123423,-14.007525,15.335603,36.036053,0.01303132,1.0836369,6.9215217,-2.234515,-3.3731115,354.0216,1451.6826,0.0,1324.8246,1173.4684,0.8155826,2115.6472,938.814,10.126037
0 days 00:00:05.060000,0 days 00:00:05.080000,0.5044333,-0.90316963,9.092712,0.008706179,-0.0068197944,0.12662072,39.402187,-23.431505,-12.368324,14.149941,36.067585,0.0069867126,0.92971087,6.819052,-3.1664267,-4.497728,397.8015,1339.8823,1.4147906,1359.2622,1160.8799,-1.0756668,2160.8965,921.4309,7.7128663
0 days 00:00:05.070000,0 days 00:00:05.090000,0.50842303,-0.020875772,6.4310613,0.005066258,-0.0066929213,0.08489897,38.547153,-23.789606,-7.24182,15.575177,36.097622,0.005849041,1.2337564,5.692282,-3.2993069,-4.2158127,412.6725,1243.2196,0.6048347,1381.5082,1077.2423,-3.4609776,2169.4336,898.4834,4.8206477
0 days 00:00:05.080000,0 days 00:00:05.100000,0.5029821,0.5357756,3.5419922,0.006465524,-0.0063302913,0.07604981,36.88783,-25.053823,-4.5308404,16.744848,36.078045,0.0025342198,1.0389723,4.0185685,-3.0803173,-2.758158,438.517,1370.3656,-0.2533855,1410.838,1146.0406,-2.68721,2212.0076,910.507,2.5047724
0 days 00:00:05.090000,0 days 00:00:05.110000,0.4940889,-0.19701116,1.9783125,0.00427801,-0.005616579,0.075508684,37.472355,-24.234724,-1.1595532,19.307915,35.97043,0.0017409855,1.0405225,2.428501,-2.6786091,-0.4116896,439.04477,1395.9523,0.54216117,1419.6451,1144.2616,-2.9032433,2212.041,966.8135,0.9538508
0 days 00:00:05.100000,0 days 00:00:05.120000,0.47710475,-0.99402857,1.3973697,0.0022152157,-0.004168827,0.08088045,37.359707,-23.653265,2.8697374,19.320139,35.897095,0.0021180548,0.6950011,1.7528774,-2.514884,0.8655379,493.57846,1527.9169,-66.119484,1479.4551,1230.4414,-68.29848,2296.3523,957.31366,-66.6965
0 days 00:00:05.110000,0 days 00:00:05.130000,0.46666002,-1.134822,3.833932,-0.005347563,-0.003417136,0.093925215,37.184956,-23.20011,6.6254525,20.424545,0.0,0.0,0.0,0.0,0.0,0.0,466.74936,1319.2305,-133.2118,1439.917,1060.9017,-135.62611,2252.6675,897.7947,-133.97154
0 days 00:00:05.120000,0 days 00:00:05.140000,0.44102994,-1.2306417,6.312634,-0.00060080533,0.00064238446,0.11012759,36.583755,-22.60958,8.422126,18.22941,0.0,0.0,0.0,0.0,0.0,0.0,453.0477,1258.988,-201.0,1424.7207,975.6568,-201.0,2248.4912,821.7163,-201.0
0 days 00:00:05.130000,0 days 00:00:05.150000,0.41044268,-3.198267,9.817145,0.0018780119,-0.0034109757,0.13388741,37.162624,-20.733894,5.6451764,15.512076,0.0,0.0,0.0,0.0,0.0,0.0,397.4651,1151.7324,-201.0,1357.5455,922.8044,-201.0,2158.0823,841.9472,-201.0
0 days 00:00:05.140000,0 days 00:00:05.160000,0.3565773,-7.20777,15.62804,0.00849205,-0.008015839,0.12699379,39.476128,-14.340668,0.8156975,11.771281,0.0,0.0,0.0,0.0,0.0,0.0,401.354,1197.4625,-201.0,1394.0797,988.9715,-201.0,2156.095,1057.4069,-201.0
0 days 00:00:05.150000,0 days 00:00:05.170000,0.30620375,-10.442572,18.928705,0.010019601,-0.013510123,0.114043444,40.137283,-8.727532,-1.8997573,10.5850725,0.0,0.0,0.0,0.0,0.0,0.0,405.73453,1271.0166,-201.0,1370.7474,1121.713,-201.0,2119.8662,1076.1946,-201.0
0 days 00:00:05.160000,0 days 00:00:05.180000,0.25939915,-13.300117,22.160965,0.010032329,-0.015465128,0.085478514,40.958206,-2.857949,-0.91901904,11.284447,0.0,0.0,0.0,0.0,0.0,0.0,428.20615,1290.3934,-201.0,1400.7162,1224.7832,-201.0,2152.3713,1150.4557,-201.0
0 days 00:00:05.170000,0 days 00:00:05.190000,0.21344705,-16.003769,22.50852,-0.006117294,-0.011386786,0.08731464,37.823097,2.1134858,3.4133446,11.346665,0.0,0.0,0.0,0.0,0.0,0.0,422.93253,1281.6423,-201.0,1355.7257,1241.3751,-201.0,2148.6794,978.0901,-201.0
0 days 00:00:05.180000,0 days 00:00:05.200000,0.17805822,-18.178728,25.328596,-0.019735485,-0.005412534,0.07668257,35.832428,6.48323,6.7343574,14.495636,0.0,0.0,0.0,0.0,0.0,0.0,407.07095,1457.8688,-201.0,1409.707,1386.7596,-201.0,2159.0862,1172.5116,-201.0
0 days 00:00:05.190000,0 days 00:00:05.210000,0.16435914,-17.751007,25.848948,-0.024863826,0.0037448474,0.0784572,33.30251,8.157585,11.956355,17.346869,0.0,0.0,0.0,0.0,0.0,0.0,642.5842,1428.526,-201.0,1608.1143,1395.0214,-201.0,2506.4602,1029.9633,-201.0
0 days 00:00:05.200000,0 days 00:00:05.220000,0.17160876,-15.530457,24.353544,-0.01399503,0.0076227766,0.061101776,32.957325,6.073248,13.254929,17.746279,0.0,0.0,0.0,0.0,0.0,0.0,873.8093,1444.3422,-139.63486,1876.6293,1536.3442,-145.05775,2843.448,1120.0289,-148.90857
0 days 00:00:05.210000,0 days 00:00:05.230000,0.18816389,-14.990375,25.243752,-0.017099826,0.008950491,0.07593533,34.923252,5.3178296,15.680576,17.5217,33.49044,0.0,0.0,4.400975,15.048817,35.199856,870.36334,1264.5153,-74.021996,1811.484,1292.1593,-84.08079,2885.4138,918.2293,-93.14197
0 days 00:00:05.220000,0 days 00:00:05.240000,0.19402176,-16.252768,27.670275,-0.010496289,0.009401684,0.08441434,36.72409,7.677891,14.603255,19.100437,33.414967,0.0,0.0,5.057896,16.3654,33.642963,607.80536,1244.4722,-8.510422,1564.3633,1116.9314,-23.504053,2559.5593,924.90546,-37.806778
0 days 00:00:05.230000,0 days 00:00:05.250000,0.19896954,-18.100334,30.44343,-0.011808616,0.0073145083,0.08556787,39.228207,10.961326,14.378246,21.8548,33.293713,0.0,1.8772819,5.9594026,17.778704,30.79561,320.13284,1347.9519,-4.313344,1277.5342,928.31476,-19.984535,2312.2957,831.1587,-35.1821
0 days 00:00:05.240000,0 days 00:00:05.260000,0.20317619,-18.522287,31.676775,-0.001488355,0.009794089,0.08000832,39.355648,13.26434,13.0614,23.145996,33.226368,0.016366117,1.9410719,6.339659,17.106138,31.25147,323.81454,1326.2378,0.0,1275.0211,924.0329,-23.599558,2292.6125,815.8152,-35.675484
0 days 00:00:05.250000,0 days 00:00:05.270000,0.20155819,-19.085617,32.77123,-0.01053547,0.013670164,0.0684833,39.188896,13.360089,12.499001,23.018255,33.212925,0.023395265,2.3698654,5.831024,13.746957,33.52518,554.21216,1342.434,-21.65316,1546.3989,1064.8844,-27.963037,2629.7927,928.37726,-37.52599
0 days 00:00:05.260000,0 days 00:00:05.280000,0.19581811,-21.690317,34.624607,-0.004183522,0.012740642,0.07201521,38.328213,16.024326,15.466121,22.121363,33.138348,0.027020106,1.876861,4.5387664,9.554519,34.132156,599.7088,1270.0236,-15.025459,1639.4576,1102.0002,-28.225012,2692.5315,1176.266,-37.212055
0 days 00:00:05.270000,0 days 00:00:05.290000,0.2051811,-22.097305,32.135746,-0.0049408735,0.004249155,0.071174406,34.77596,16.356646,17.097683,18.619114,32.8671,0.020872384,2.0791936,3.3478882,5.4889207,32.914833,626.86505,1529.6371,-14.505604,1787.892,1097.9421,-23.392212,2948.1375,1180.0319,-35.47488
0 days 00:00:05.280000,0 days 00:00:05.300000,0.22494136,-21.955942,31.618393,-0.0005889831,-0.003719257,0.071589746,33.95091,17.555307,14.243754,16.205027,32.51347,0.019874407,2.1074855,2.509638,1.8422934,26.909674,406.74228,1526.0557,-3.5096366,1574.4575,996.70123,-17.57464,2738.5886,1150.7032,-30.419312
0 days 00:00:05.290000,0 days 00:00:05.310000,0.265412,-17.14371,26.883993,0.012221356,-0.012573647,0.08064728,34.646946,9.254396,10.3639765,13.575183,32.1728,0.026647659,2.4492233,2.472195,-2.6721783,12.890732,419.50076,1486.2421,-7.491049,1580.4735,926.8071,-11.706853,2611.99,1300.9604,-20.38178
0 days 00:00:05.300000,0 days 00:00:05.320000,0.29004368,-13.171094,23.334597,0.023382792,-0.02303353,0.091819026,37.220257,0.92392445,5.3036804,12.768646,31.954033,0.04265211,2.0017452,2.440318,-5.1621175,1.8293282,419.08273,1185.2632,-8.188782,1491.9554,977.5267,-12.984704,2354.402,1359.3094,-11.810832
